Date,Open,High,Low,Close,Volume
2023-03-20 00:00:00-04:00,98.41000366210938,98.4800033569336,95.69999694824219,97.70999908447266,62388900
2023-03-21 00:00:00-04:00,98.13999938964844,100.8499984741211,98.0,100.61000061035156,58597300
2023-03-22 00:00:00-04:00,100.44999694824219,102.0999984741211,98.61000061035156,98.69999694824219,57475400
2023-03-23 00:00:00-04:00,100.43000030517578,101.05999755859375,97.62000274658203,98.70999908447266,57559300
2023-03-24 00:00:00-04:00,98.06999969482422,98.30000305175781,96.4000015258789,98.12999725341797,56095400
2023-03-27 00:00:00-04:00,99.06999969482422,99.33999633789062,97.08000183105469,98.04000091552734,46721300
2023-03-28 00:00:00-04:00,98.11000061035156,98.44000244140625,96.29000091552734,97.23999786376953,38720100
2023-03-29 00:00:00-04:00,98.69000244140625,100.41999816894531,98.55999755859375,100.25,49783300
2023-03-30 00:00:00-04:00,101.55000305175781,103.04000091552734,101.01000213623047,102.0,53633400
2023-03-31 00:00:00-04:00,102.16000366210938,103.48999786376953,101.94999694824219,103.29000091552734,56750300
2023-04-03 00:00:00-04:00,102.30000305175781,103.29000091552734,101.43000030517578,102.41000366210938,41135700
2023-04-04 00:00:00-04:00,102.75,104.19999694824219,102.11000061035156,103.94999694824219,48662500
2023-04-05 00:00:00-04:00,103.91000366210938,103.91000366210938,100.75,101.0999984741211,45175400
2023-04-06 00:00:00-04:00,100.75,102.37999725341797,99.80000305175781,102.05999755859375,43808000
2023-04-10 00:00:00-04:00,100.95999908447266,102.19999694824219,99.56999969482422,102.16999816894531,37261200
2023-04-11 00:00:00-04:00,100.80000305175781,101.0,99.01000213623047,99.91999816894531,60417800
2023-04-12 00:00:00-04:00,100.4000015258789,100.51000213623047,97.70999908447266,97.83000183105469,56735000
2023-04-13 00:00:00-04:00,98.94999694824219,102.56999969482422,98.70999908447266,102.4000015258789,67925100
2023-04-14 00:00:00-04:00,102.06999969482422,103.19999694824219,101.11000061035156,102.51000213623047,51450500
2023-04-17 00:00:00-04:00,103.16000366210938,103.7300033569336,101.58999633789062,102.73999786376953,39919500
2023-04-18 00:00:00-04:00,103.94999694824219,104.19999694824219,101.5199966430664,102.30000305175781,39790500
2023-04-19 00:00:00-04:00,101.58000183105469,105.12000274658203,101.38999938964844,104.30000305175781,58398900
2023-04-20 00:00:00-04:00,103.52999877929688,105.25,103.20999908447266,103.80999755859375,57696900
2023-04-21 00:00:00-04:00,106.0999984741211,108.1500015258789,105.08000183105469,106.95999908447266,86774200
2023-04-24 00:00:00-04:00,107.66000366210938,109.2300033569336,105.06999969482422,106.20999908447266,69575600
2023-04-25 00:00:00-04:00,104.91000366210938,105.44999694824219,102.44999694824219,102.56999969482422,65026800
2023-04-26 00:00:00-04:00,105.04000091552734,106.62000274658203,104.0999984741211,104.9800033569336,73803800
2023-04-27 00:00:00-04:00,108.16000366210938,110.86000061035156,106.80000305175781,109.81999969482422,149961200
2023-04-28 00:00:00-04:00,107.7300033569336,109.4800033569336,104.33000183105469,105.44999694824219,130565000
2023-05-01 00:00:00-04:00,104.94999694824219,105.2300033569336,101.81999969482422,102.05000305175781,74728100
2023-05-02 00:00:00-04:00,101.47000122070312,103.9000015258789,101.1500015258789,103.62999725341797,73469400
2023-05-03 00:00:00-04:00,103.73999786376953,105.95999908447266,103.27999877929688,103.6500015258789,65051900
2023-05-04 00:00:00-04:00,104.04000091552734,105.38999938964844,103.30999755859375,104.0,45345500
2023-05-05 00:00:00-04:00,104.2699966430664,105.76000213623047,103.55000305175781,105.66000366210938,56912900
2023-05-08 00:00:00-04:00,105.04000091552734,106.0999984741211,104.69999694824219,105.83000183105469,49430900
2023-05-09 00:00:00-04:00,105.4800033569336,106.79000091552734,105.16000366210938,106.62000274658203,44089400
2023-05-10 00:00:00-04:00,108.0999984741211,110.66999816894531,108.05000305175781,110.19000244140625,78627600
2023-05-11 00:00:00-04:00,111.02999877929688,113.27999877929688,110.48999786376953,112.18000030517578,74924800
2023-05-12 00:00:00-04:00,112.16000366210938,112.63999938964844,109.31999969482422,110.26000213623047,49810100
2023-05-15 00:00:00-04:00,111.1500015258789,112.29000091552734,109.25,111.19999694824219,53011100
2023-05-16 00:00:00-04:00,111.05000305175781,114.79000091552734,111.05000305175781,113.4000015258789,71472900
2023-05-17 00:00:00-04:00,114.88999938964844,115.83000183105469,114.22000122070312,115.5,65655200
2023-05-18 00:00:00-04:00,116.69000244140625,118.5999984741211,116.33999633789062,118.1500015258789,73174100
2023-05-19 00:00:00-04:00,118.16000366210938,118.30999755859375,115.69999694824219,116.25,54990200
2023-05-22 00:00:00-04:00,116.7699966430664,116.7699966430664,114.25,115.01000213623047,70741100
2023-05-23 00:00:00-04:00,114.2699966430664,117.13999938964844,113.77999877929688,114.98999786376953,67576300
2023-05-24 00:00:00-04:00,115.3499984741211,117.33999633789062,115.0199966430664,116.75,63487900
2023-05-25 00:00:00-04:00,116.62999725341797,116.87000274658203,114.30999755859375,115.0,66496700
2023-05-26 00:00:00-04:00,116.04000091552734,121.5,116.0199966430664,120.11000061035156,96779900
2023-05-30 00:00:00-04:00,122.37000274658203,122.91999816894531,119.86000061035156,121.66000366210938,64314800
2023-05-31 00:00:00-04:00,121.44999694824219,122.04000091552734,119.16999816894531,120.58000183105469,72800800
2023-06-01 00:00:00-04:00,120.69000244140625,123.48999786376953,119.93000030517578,122.7699966430664,54375100
2023-06-02 00:00:00-04:00,124.91999816894531,126.38999938964844,124.0199966430664,124.25,61215000
2023-06-05 00:00:00-04:00,123.36000061035156,125.80000305175781,123.02999877929688,125.30000305175781,47950100
2023-06-06 00:00:00-04:00,125.06999969482422,127.4000015258789,125.0,126.61000061035156,45695200
2023-06-07 00:00:00-04:00,127.01000213623047,127.37000274658203,120.62999725341797,121.2300033569336,95663300
2023-06-08 00:00:00-04:00,123.01000213623047,125.62999725341797,122.26000213623047,124.25,62159300
2023-06-09 00:00:00-04:00,124.08000183105469,125.80000305175781,123.19000244140625,123.43000030517578,51330000
2023-06-12 00:00:00-04:00,124.0199966430664,126.77999877929688,123.52999877929688,126.56999969482422,51338000
2023-06-13 00:00:00-04:00,128.1199951171875,128.41000366210938,125.18000030517578,126.66000366210938,50564800
2023-06-14 00:00:00-04:00,126.69999694824219,126.94999694824219,124.12000274658203,126.41999816894531,52422500
2023-06-15 00:00:00-04:00,125.20999908447266,127.69000244140625,124.31999969482422,127.11000061035156,60458500
2023-06-16 00:00:00-04:00,127.70999908447266,127.9000015258789,125.30000305175781,125.48999786376953,84188100
2023-06-20 00:00:00-04:00,124.97000122070312,127.25,124.5,125.77999877929688,56930100
2023-06-21 00:00:00-04:00,125.63999938964844,126.7300033569336,123.8499984741211,124.83000183105469,52137700
2023-06-22 00:00:00-04:00,125.30999755859375,130.3300018310547,125.13999938964844,130.14999389648438,90354600
2023-06-23 00:00:00-04:00,129.11000061035156,130.83999633789062,128.27999877929688,129.3300018310547,71855200
2023-06-26 00:00:00-04:00,129.3300018310547,131.49000549316406,127.0999984741211,127.33000183105469,59989300
2023-06-27 00:00:00-04:00,128.6300048828125,130.08999633789062,127.55000305175781,129.17999267578125,46801000
2023-06-28 00:00:00-04:00,128.94000244140625,131.47999572753906,128.44000244140625,129.0399932861328,52149500
2023-06-29 00:00:00-04:00,128.77000427246094,129.25999450683594,127.26000213623047,127.9000015258789,40761000
2023-06-30 00:00:00-04:00,129.47000122070312,131.25,128.9499969482422,130.36000061035156,54310500
2023-07-03 00:00:00-04:00,130.82000732421875,131.85000610351562,130.07000732421875,130.22000122070312,28264800
2023-07-05 00:00:00-04:00,130.24000549316406,131.39999389648438,129.63999938964844,130.3800048828125,35895400
2023-07-06 00:00:00-04:00,128.25,128.72999572753906,127.37000274658203,128.36000061035156,40639900
2023-07-07 00:00:00-04:00,128.58999633789062,130.97000122070312,128.1300048828125,129.77999877929688,41928700
2023-07-10 00:00:00-04:00,129.07000732421875,129.27999877929688,125.91999816894531,127.12999725341797,61889300
2023-07-11 00:00:00-04:00,127.75,129.77000427246094,127.3499984741211,128.77999877929688,49951500
2023-07-12 00:00:00-04:00,130.30999755859375,131.25999450683594,128.8300018310547,130.8000030517578,54022800
2023-07-13 00:00:00-04:00,134.0399932861328,134.6699981689453,132.7100067138672,134.3000030517578,61170900
2023-07-14 00:00:00-04:00,134.05999755859375,136.64999389648438,134.05999755859375,134.67999267578125,54388100
2023-07-17 00:00:00-04:00,134.55999755859375,135.6199951171875,133.2100067138672,133.55999755859375,48450200
2023-07-18 00:00:00-04:00,132.7100067138672,133.86000061035156,131.35000610351562,132.8300018310547,54969100
2023-07-19 00:00:00-04:00,133.38999938964844,135.99000549316406,132.52999877929688,135.36000061035156,54531000
2023-07-20 00:00:00-04:00,134.07000732421875,134.7899932861328,129.3300018310547,129.9600067138672,59820600
2023-07-21 00:00:00-04:00,131.33999633789062,131.3699951171875,128.4199981689453,130.0,133265000
2023-07-24 00:00:00-04:00,130.30999755859375,131.66000366210938,128.35000610351562,128.8000030517578,45591100
2023-07-25 00:00:00-04:00,129.30999755859375,129.5800018310547,128.52999877929688,129.1300048828125,39236700
2023-07-26 00:00:00-04:00,126.51000213623047,129.0800018310547,126.11000061035156,128.14999389648438,53910100
2023-07-27 00:00:00-04:00,131.0,132.6300048828125,127.79000091552734,128.25,52610700
2023-07-28 00:00:00-04:00,129.69000244140625,133.00999450683594,129.3300018310547,132.2100067138672,46317400
2023-07-31 00:00:00-04:00,133.1999969482422,133.8699951171875,132.3800048828125,133.67999267578125,41901500
2023-08-01 00:00:00-04:00,133.5500030517578,133.69000244140625,131.6199951171875,131.69000244140625,42098500
2023-08-02 00:00:00-04:00,130.14999389648438,130.22999572753906,126.81999969482422,128.2100067138672,51027600
2023-08-03 00:00:00-04:00,127.4800033569336,129.83999633789062,126.41000366210938,128.91000366210938,88585200
2023-08-04 00:00:00-04:00,141.05999755859375,143.6300048828125,139.32000732421875,139.57000732421875,152938700
2023-08-07 00:00:00-04:00,140.99000549316406,142.5399932861328,138.9499969482422,142.22000122070312,71213100
